orderid,deliveredat,totalprice
1553087,2017-08-08T01:23:21.833+00:00,63.52
1553019,2017-08-08T01:25:21.910+00:00,70.61
1552916,2017-08-08T01:31:10.307+00:00,174.4
1553130,2017-08-08T01:35:09.050+00:00,56.91
1553106,2017-08-08T01:44:30.980+00:00,87.15
1553215,2017-08-08T01:48:46.327+00:00,47.82
1553186,2017-08-08T01:53:34.410+00:00,37.72
1553103,2017-08-08T02:07:12.717+00:00,32.44
1553350,2017-08-08T02:08:41.867+00:00,57.61
1553201,2017-08-08T02:10:43.810+00:00,42.58
1553275,2017-08-08T02:15:36.877+00:00,41.53
1553498,2017-08-08T02:24:21.767+00:00,43.67
1553403,2017-08-08T02:22:45.577+00:00,30.49
1553355,2017-08-08T02:25:19.463+00:00,85
1553471,2017-08-08T02:26:56.833+00:00,31.05
1553171,2017-08-08T02:30:54.817+00:00,46.34
1553586,2017-08-08T02:31:04.947+00:00,123.4
1553715,2017-08-08T02:47:39.463+00:00,32.5
1553804,2017-08-08T02:50:33.380+00:00,67.81
1553757,2017-08-08T03:12:24.430+00:00,50.71
1554032,2017-08-08T03:32:27.317+00:00,111
1554173,2017-08-08T03:36:06.890+00:00,41.8
1554133,2017-08-08T03:40:57.157+00:00,151.54
1554164,2017-08-08T03:43:04.753+00:00,99.77
1554121,2017-08-08T03:44:27.867+00:00,34.97
1554193,2017-08-08T03:47:19.600+00:00,65.86
1554107,2017-08-08T03:49:18.433+00:00,181.94
1554116,2017-08-08T03:56:59.767+00:00,43.94
1554361,2017-08-08T04:03:48.427+00:00,35.46
1554386,2017-08-08T04:03:26.870+00:00,51.2
1554274,2017-08-08T04:11:30.503+00:00,59.98
1554403,2017-08-08T04:11:32.427+00:00,41.57
1554445,2017-08-08T04:21:09.597+00:00,58.99
1554483,2017-08-08T04:31:08.407+00:00,49.13
1554562,2017-08-08T04:45:00.830+00:00,37.03
1554719,2017-08-08T04:52:13.637+00:00,46.63
1554775,2017-08-08T04:53:32.820+00:00,56.91
1554555,2017-08-08T04:58:23.557+00:00,156.46
1554778,2017-08-08T05:02:19.277+00:00,47.22
1554728,2017-08-08T05:00:14.370+00:00,123.28
1554811,2017-08-08T05:04:08.177+00:00,45.5
1554690,2017-08-08T05:29:33.233+00:00,39.41
1554913,2017-08-08T05:37:16.467+00:00,44.98
1555005,2017-08-08T05:46:16.900+00:00,93.19
1555000,2017-08-08T05:54:14.973+00:00,46.3
1554316,2017-08-08T04:13:42.577+00:00,36.22
1555131,2017-08-08T06:34:56.667+00:00,36.86
1555157,2017-08-08T06:56:45.743+00:00,65.73
1554916,2017-08-08T05:50:22.080+00:00,39.25
1554104,2017-08-08T03:43:37.003+00:00,73.38
1555254,2017-08-08T17:36:30.997+00:00,47.95
1555256,2017-08-08T17:44:40.967+00:00,47.89
1555247,2017-08-08T17:46:38.797+00:00,52.15
1555364,2017-08-08T18:41:02.173+00:00,49.37
1555425,2017-08-08T18:56:06.670+00:00,82.6
1555408,2017-08-08T19:00:53.817+00:00,136.23
1555433,2017-08-08T19:24:38.217+00:00,96.5
1555499,2017-08-08T19:25:27.437+00:00,42.42
1555646,2017-08-08T20:28:56.627+00:00,33.08
1555640,2017-08-08T20:35:54.780+00:00,90.24
1555621,2017-08-08T20:44:37.727+00:00,46.37
1555709,2017-08-08T21:00:42.507+00:00,65.83
1555737,2017-08-08T21:01:38.177+00:00,98.1
1555752,2017-08-08T21:17:29.723+00:00,63.32
1555803,2017-08-08T21:32:25.017+00:00,58.28
1555944,2017-08-08T22:16:13.257+00:00,40.77
1555994,2017-08-08T22:54:59.657+00:00,43.22
1556085,2017-08-08T22:58:27.767+00:00,109.38
1556021,2017-08-08T22:59:07.627+00:00,49.99
1556239,2017-08-08T23:37:04.683+00:00,58.76
1556209,2017-08-08T23:37:26.280+00:00,65.57
1556229,2017-08-08T23:49:43.240+00:00,35.93
1556291,2017-08-08T23:51:11.767+00:00,55.31
1552684,2017-08-08T00:22:28.197+00:00,50.14
1552645,2017-08-08T00:26:18.587+00:00,136.21
1552615,2017-08-08T00:27:45.677+00:00,35.16
1552643,2017-08-08T00:51:17.290+00:00,40.43
1552819,2017-08-08T00:56:42.823+00:00,39.93
1552756,2017-08-08T00:55:33.340+00:00,44.08
1552914,2017-08-08T01:01:18.447+00:00,84.6
1552889,2017-08-08T01:14:29.673+00:00,61.89
1553072,2017-08-08T01:16:13.127+00:00,79.11
1552969,2017-08-08T01:13:40.657+00:00,41.3
1553101,2017-08-08T01:26:13.077+00:00,60.69
1552917,2017-08-08T01:30:02.583+00:00,39.31
1552921,2017-08-08T01:28:38.293+00:00,52.61
1552867,2017-08-08T01:33:19.100+00:00,67.62
1553046,2017-08-08T01:33:15.283+00:00,95.93
1553202,2017-08-08T01:43:12.397+00:00,87.28
1553092,2017-08-08T01:46:31.827+00:00,154.73
1552856,2017-08-08T01:50:18.780+00:00,161.5
1553328,2017-08-08T01:54:35.207+00:00,51.38
1553307,2017-08-08T01:57:45.453+00:00,34.32
1553043,2017-08-08T01:59:53.477+00:00,42
1553289,2017-08-08T02:08:03.740+00:00,156.48
1553420,2017-08-08T02:10:01.480+00:00,37.24
1553211,2017-08-08T02:11:05.667+00:00,57.7
1553226,2017-08-08T02:14:09.127+00:00,101.95
1553346,2017-08-08T02:14:22.053+00:00,97.6
1553382,2017-08-08T02:17:32.783+00:00,61.77
1553465,2017-08-08T02:20:11.843+00:00,95.55
1553531,2017-08-08T02:19:39.340+00:00,49
1553494,2017-08-08T02:25:27.770+00:00,50.51
1553451,2017-08-08T02:17:56.743+00:00,40.18
1553591,2017-08-08T02:36:39.257+00:00,35.18
1553663,2017-08-08T02:46:04.047+00:00,46.6
1553619,2017-08-08T02:52:27.983+00:00,39.14
1553776,2017-08-08T02:53:09.157+00:00,28.37
1553575,2017-08-08T02:55:03.240+00:00,42.84
1553881,2017-08-08T03:03:40.940+00:00,36.16
1553835,2017-08-08T03:16:51.563+00:00,45.95
1553751,2017-08-08T02:59:41.527+00:00,59.1
1553902,2017-08-08T03:29:00.073+00:00,159.84
1554167,2017-08-08T03:47:01.003+00:00,70.89
1554390,2017-08-08T03:59:34.210+00:00,37.49
1554327,2017-08-08T04:04:25.147+00:00,57.81
1554350,2017-08-08T04:11:53.747+00:00,72.73
1554437,2017-08-08T04:15:36.523+00:00,38.64
1554368,2017-08-08T04:20:34.633+00:00,40.41
1554259,2017-08-08T04:22:15.470+00:00,46.78
1554538,2017-08-08T04:31:01.757+00:00,52.9
1554516,2017-08-08T04:31:10.243+00:00,40.81
1554490,2017-08-08T04:37:53.093+00:00,65.45
1554651,2017-08-08T04:56:32.343+00:00,49.2
1554756,2017-08-08T04:55:02.673+00:00,69.82
1554767,2017-08-08T05:03:05.763+00:00,27.51
1554783,2017-08-08T05:03:29.113+00:00,97.05
1554578,2017-08-08T05:06:51.167+00:00,110.28
1554851,2017-08-08T05:13:56.470+00:00,73.07
1554904,2017-08-08T05:29:18.453+00:00,122.56
1554934,2017-08-08T05:34:13.817+00:00,57.61
1554991,2017-08-08T05:34:50.160+00:00,56.66
1555006,2017-08-08T05:58:20.970+00:00,71.39
1554933,2017-08-08T06:05:01.253+00:00,42.76
1555135,2017-08-08T06:55:07.237+00:00,109.25
1555096,2017-08-08T06:27:59.217+00:00,31.47
1555264,2017-08-08T17:42:13.390+00:00,59.19
1555316,2017-08-08T18:19:17.767+00:00,131.36
1555392,2017-08-08T18:34:18.077+00:00,38.1
1555366,2017-08-08T18:47:00.473+00:00,78.55
1555405,2017-08-08T18:47:45.393+00:00,98.18
1555414,2017-08-08T18:55:09.367+00:00,73.76
1555407,2017-08-08T19:07:15.440+00:00,117.75
1555277,2017-08-08T18:04:57.883+00:00,147.22
1555374,2017-08-08T18:45:08.367+00:00,39.12
1555457,2017-08-08T19:12:03.587+00:00,38.89
1555402,2017-08-08T19:02:55.323+00:00,55.08
1555509,2017-08-08T19:31:32.567+00:00,79.74
1555547,2017-08-08T19:33:57.360+00:00,194.18
1555495,2017-08-08T19:39:03.603+00:00,84.19
1555650,2017-08-08T20:34:06.877+00:00,83.02
1555684,2017-08-08T20:45:11.303+00:00,53.3
1555660,2017-08-08T20:52:38.920+00:00,65.98
1555751,2017-08-08T21:15:29.900+00:00,107.19
1555905,2017-08-08T22:21:37.423+00:00,87.79
1556001,2017-08-08T22:42:45.980+00:00,41.25
1555859,2017-08-08T22:22:04.767+00:00,43.88
1556063,2017-08-08T22:55:38.360+00:00,62.5
1556070,2017-08-08T23:04:54.577+00:00,96.92
1556161,2017-08-08T23:21:16.807+00:00,57.77
1556177,2017-08-08T23:27:19.667+00:00,36.71
1556158,2017-08-08T23:32:06.723+00:00,85.96
1552478,2017-08-08T00:23:02.547+00:00,53.93
1552748,2017-08-08T00:48:37.813+00:00,91.68
1552897,2017-08-08T00:57:16.533+00:00,32.85
1552869,2017-08-08T00:59:45.480+00:00,73.82
1552750,2017-08-08T01:03:55.913+00:00,55.49
1552893,2017-08-08T01:06:09.943+00:00,90.77
1552958,2017-08-08T01:06:19.317+00:00,34.95
1552931,2017-08-08T01:06:48.327+00:00,32.39
1552900,2017-08-08T01:13:17.017+00:00,36.33
1553093,2017-08-08T01:31:00.877+00:00,34.24
1553008,2017-08-08T01:31:00.417+00:00,64.18
1553232,2017-08-08T01:47:35.180+00:00,54.04
1553231,2017-08-08T01:51:58.517+00:00,49.95
1553249,2017-08-08T01:53:42.040+00:00,34.42
1553426,2017-08-08T02:13:46.517+00:00,85.32
1553298,2017-08-08T02:20:24.110+00:00,62.01
1553517,2017-08-08T02:24:21.913+00:00,56.67
1553510,2017-08-08T02:23:04.297+00:00,39.75
1553450,2017-08-08T02:23:11.973+00:00,48.53
1553475,2017-08-08T02:27:25.443+00:00,103.19
1553544,2017-08-08T02:32:15.690+00:00,39.14
1553570,2017-08-08T02:33:59.130+00:00,52.52
1553612,2017-08-08T02:37:22.717+00:00,50.83
1553526,2017-08-08T02:36:22.897+00:00,72.87
1553601,2017-08-08T02:46:28.033+00:00,34.72
1553221,2017-08-08T02:50:32.753+00:00,51.37
1553185,2017-08-08T01:52:40.013+00:00,60.71
1553779,2017-08-08T03:08:13.927+00:00,89.58
1553834,2017-08-08T03:11:26.057+00:00,48.99
1553775,2017-08-08T03:21:41.817+00:00,164.53
1554047,2017-08-08T03:28:53.367+00:00,127.15
1553843,2017-08-08T03:30:00.427+00:00,68.03
1554038,2017-08-08T03:37:47.980+00:00,47.52
1554139,2017-08-08T03:35:50.517+00:00,47.13
1554124,2017-08-08T03:46:50.190+00:00,65.11
1554302,2017-08-08T03:49:08.063+00:00,57.57
1554159,2017-08-08T03:48:28.860+00:00,45.68
1554245,2017-08-08T03:51:04.923+00:00,70.54
1554217,2017-08-08T03:56:51.087+00:00,38.68
1554298,2017-08-08T04:02:53.683+00:00,181.67
1554323,2017-08-08T04:15:07.220+00:00,69.03
1554482,2017-08-08T04:16:58.047+00:00,67.09
1554508,2017-08-08T04:22:53.847+00:00,82.15
1554495,2017-08-08T04:32:18.460+00:00,32.53
1554735,2017-08-08T04:47:20.840+00:00,127.74
1554488,2017-08-08T04:51:29.093+00:00,290.62
1554432,2017-08-08T04:59:33.207+00:00,80.2
1554637,2017-08-08T05:02:21.930+00:00,76.18
1554764,2017-08-08T05:05:22.403+00:00,100.79
1554932,2017-08-08T06:06:25.290+00:00,47.54
1555043,2017-08-08T06:23:42.663+00:00,39.2
1555049,2017-08-08T06:44:52.610+00:00,81.58
1555173,2017-08-08T06:49:31.053+00:00,49.82
1555164,2017-08-08T06:53:10.897+00:00,37
1555169,2017-08-08T06:51:54.120+00:00,33.72
1554791,2017-08-08T05:14:49.360+00:00,74.18
1555259,2017-08-08T17:35:13.987+00:00,42.59
1555270,2017-08-08T17:57:03.330+00:00,47.82
1555309,2017-08-08T18:05:16.790+00:00,33.72
1555296,2017-08-08T18:07:05.863+00:00,91.41
1555550,2017-08-08T19:44:26.497+00:00,42.82
1555569,2017-08-08T19:55:57.993+00:00,53.57
1555596,2017-08-08T20:05:17.030+00:00,58.39
1555648,2017-08-08T20:34:16.333+00:00,98.52
1555723,2017-08-08T21:08:38.823+00:00,39.48
1555700,2017-08-08T20:56:22.610+00:00,46.78
1555894,2017-08-08T22:06:46.963+00:00,55.45
1555880,2017-08-08T22:10:37.327+00:00,32.28
1555764,2017-08-08T21:16:08.157+00:00,79.95
1555932,2017-08-08T22:26:37.257+00:00,63.45
1555996,2017-08-08T23:01:47.307+00:00,64.05
1556099,2017-08-08T23:07:10.743+00:00,57.02
1556111,2017-08-08T23:12:49.227+00:00,81.08
1556080,2017-08-08T23:19:11.397+00:00,51.62
1556056,2017-08-08T23:21:47.193+00:00,189.53
1556057,2017-08-08T23:21:43.013+00:00,32.8
1556188,2017-08-08T23:31:40.003+00:00,68.86
1556194,2017-08-08T23:34:04.547+00:00,49.6
1556169,2017-08-08T23:38:44.587+00:00,77.77
1556131,2017-08-08T23:41:43.797+00:00,86.57
1554642,2017-08-08T05:11:24.590+00:00,56.24
1553600,2017-08-08T02:47:00.740+00:00,59.64
1552438,2017-08-08T00:08:06.150+00:00,76.47
1552534,2017-08-08T00:12:07.247+00:00,48.68
1552579,2017-08-08T00:14:40.707+00:00,33.46
1552634,2017-08-08T00:21:00.600+00:00,40.58
1552577,2017-08-08T00:31:44.297+00:00,59.4
1552731,2017-08-08T00:36:05.167+00:00,49.22
1552782,2017-08-08T00:40:10.130+00:00,48.44
1552523,2017-08-08T00:07:09.183+00:00,66.95
1552760,2017-08-08T00:43:12.253+00:00,79.09
1552755,2017-08-08T00:47:10.327+00:00,89.36
1552854,2017-08-08T00:58:51.373+00:00,43.57
1552837,2017-08-08T01:00:02.600+00:00,101.12
1552835,2017-08-08T01:01:51.780+00:00,179.12
1552810,2017-08-08T00:53:06.830+00:00,81.09
1552852,2017-08-08T01:13:37.353+00:00,46.74
1552992,2017-08-08T01:16:54.827+00:00,53.83
1553068,2017-08-08T01:25:34.887+00:00,33.22
1552846,2017-08-08T01:32:42.090+00:00,48.86
1553159,2017-08-08T01:38:07.507+00:00,101.79
1553069,2017-08-08T01:43:32.790+00:00,70.18
1553196,2017-08-08T02:02:49.587+00:00,47.92
1553388,2017-08-08T02:03:58.347+00:00,81.41
1553325,2017-08-08T02:11:26.667+00:00,168.95
1553410,2017-08-08T02:14:40.100+00:00,46.79
1553273,2017-08-08T02:18:32.323+00:00,29.53
1553400,2017-08-08T02:18:37.423+00:00,70.14
1553349,2017-08-08T02:19:33.257+00:00,73.8
1553467,2017-08-08T02:24:24.577+00:00,46.74
1553516,2017-08-08T02:29:05.963+00:00,54.24
1553580,2017-08-08T02:39:26.743+00:00,52.55
1553602,2017-08-08T02:41:01.967+00:00,41.58
1553708,2017-08-08T02:43:11.767+00:00,59.16
1553870,2017-08-08T02:59:41.617+00:00,42.13
1553793,2017-08-08T03:03:21.210+00:00,41.88
1553698,2017-08-08T03:04:37.647+00:00,42.44
1553706,2017-08-08T02:47:43.503+00:00,46.94
1553913,2017-08-08T03:11:09.727+00:00,29.97
1553823,2017-08-08T03:14:29.100+00:00,48.11
1553946,2017-08-08T03:19:01.217+00:00,79.95
1553955,2017-08-08T03:30:36.163+00:00,100.01
1554196,2017-08-08T03:42:40.117+00:00,109.81
1554168,2017-08-08T03:44:54.263+00:00,50.84
1554289,2017-08-08T04:00:52.053+00:00,49.09
1554239,2017-08-08T03:58:53.167+00:00,38.93
1554203,2017-08-08T04:01:21.787+00:00,37.31
1554401,2017-08-08T04:03:32.690+00:00,51
1554451,2017-08-08T04:05:07.597+00:00,47.46
1554400,2017-08-08T04:07:41.300+00:00,59.9
1554271,2017-08-08T03:57:18.657+00:00,50.38
1554398,2017-08-08T04:27:36.663+00:00,58.08
1554546,2017-08-08T04:29:28.177+00:00,93.33
1554643,2017-08-08T04:35:50.260+00:00,41.49
1554550,2017-08-08T04:41:14.737+00:00,82.44
1554666,2017-08-08T04:43:05.327+00:00,46.38
1554726,2017-08-08T04:49:49.387+00:00,90.98
1554385,2017-08-08T04:04:53.537+00:00,45.14
1554746,2017-08-08T05:10:38.300+00:00,55.74
1554871,2017-08-08T05:17:10.053+00:00,33.09
1554862,2017-08-08T05:19:05.857+00:00,88.33
1554922,2017-08-08T05:23:13.493+00:00,51.36
1554883,2017-08-08T05:28:00.847+00:00,76.1
1554976,2017-08-08T05:37:43.007+00:00,45.55
1555029,2017-08-08T05:50:23.637+00:00,36.28
1554989,2017-08-08T05:55:23.893+00:00,45.22
1554926,2017-08-08T06:04:31.447+00:00,47.8
1555046,2017-08-08T06:22:04.593+00:00,50.36
1555123,2017-08-08T06:47:33.433+00:00,37.11
1555268,2017-08-08T17:53:53.880+00:00,35.42
1555310,2017-08-08T18:01:19.187+00:00,57.77
1555292,2017-08-08T18:14:40.620+00:00,29.26
1555357,2017-08-08T18:19:14.733+00:00,67.89
1555462,2017-08-08T19:23:29.573+00:00,53.21
1555494,2017-08-08T19:28:54.287+00:00,36.89
1555578,2017-08-08T19:56:53.587+00:00,46
1555571,2017-08-08T20:47:15.933+00:00,236.27
1555774,2017-08-08T21:23:34.053+00:00,59.03
1555903,2017-08-08T21:59:16.687+00:00,30.1
1555872,2017-08-08T22:01:38.047+00:00,112.72
1556043,2017-08-08T22:53:35.420+00:00,53.17
1556014,2017-08-08T22:57:22.053+00:00,95.71
1556024,2017-08-08T23:09:28.733+00:00,106.96
1553151,2017-08-08T01:32:28.737+00:00,46.74
1556048,2017-08-08T23:20:15.040+00:00,29.89
1556199,2017-08-08T23:44:23.687+00:00,82.92
1556243,2017-08-08T23:49:04.283+00:00,193.72
1556086,2017-08-08T23:28:10.170+00:00,127.79
1553668,2017-08-08T02:48:16.767+00:00,38.79
1552487,2017-08-08T00:04:20.660+00:00,155.97
1552629,2017-08-08T00:14:12.273+00:00,35.76
1552647,2017-08-08T00:16:35.900+00:00,125.91
1552654,2017-08-08T00:25:56.387+00:00,127.47
1552833,2017-08-08T00:58:25.197+00:00,60.52
1552930,2017-08-08T01:13:50.223+00:00,39.68
1553062,2017-08-08T01:18:55.873+00:00,56.68
1553040,2017-08-08T01:19:42.227+00:00,33.69
1553029,2017-08-08T01:25:07.240+00:00,41.02
1552956,2017-08-08T01:27:28.647+00:00,66.29
1553147,2017-08-08T01:40:56.787+00:00,50.37
1553011,2017-08-08T01:15:58.777+00:00,84.12
1553330,2017-08-08T02:00:33.130+00:00,52.88
1553317,2017-08-08T02:10:35.857+00:00,84.44
1553309,2017-08-08T02:01:09.483+00:00,33.9
1553338,2017-08-08T02:14:55.223+00:00,28.34
1553676,2017-08-08T02:35:51.417+00:00,34.49
1553590,2017-08-08T02:34:40.357+00:00,41.21
1553635,2017-08-08T02:39:17.680+00:00,51.54
1553573,2017-08-08T02:37:02.727+00:00,42.11
1553741,2017-08-08T02:43:24.197+00:00,80.6
1553756,2017-08-08T02:45:44.583+00:00,48.24
1553727,2017-08-08T02:46:32.333+00:00,49.56
1553761,2017-08-08T02:53:23.540+00:00,42.27
1553792,2017-08-08T03:29:18.177+00:00,43.82
1554045,2017-08-08T03:31:18.583+00:00,36.26
1554101,2017-08-08T03:34:31.870+00:00,48.53
1553837,2017-08-08T03:37:11.730+00:00,45.17
1554062,2017-08-08T03:42:49.593+00:00,72.96
1554397,2017-08-08T04:09:02.957+00:00,83.25
1554374,2017-08-08T04:34:42.603+00:00,142.08
1554615,2017-08-08T04:37:34.343+00:00,61.3
1554435,2017-08-08T04:42:50.343+00:00,44.65
1554632,2017-08-08T04:49:06.437+00:00,64.43
1554619,2017-08-08T04:51:22.717+00:00,85.28
1554853,2017-08-08T05:12:35.840+00:00,61.51
1554724,2017-08-08T05:20:41.027+00:00,42.78
1554773,2017-08-08T05:30:34.413+00:00,99.96
1554754,2017-08-08T05:41:20.500+00:00,50.23
1555063,2017-08-08T06:28:36.010+00:00,113.7
1555109,2017-08-08T06:43:26.620+00:00,49.81
1555146,2017-08-08T06:44:53.673+00:00,89.14
1555125,2017-08-08T06:54:43.917+00:00,50.32
1555184,2017-08-08T07:12:49.790+00:00,48.58
1555213,2017-08-08T17:32:24.557+00:00,77.58
1555271,2017-08-08T17:39:33.047+00:00,32.04
1555338,2017-08-08T18:30:25.660+00:00,105.15
1555359,2017-08-08T18:33:58.390+00:00,55.28
1555334,2017-08-08T18:49:50.433+00:00,95.37
1555446,2017-08-08T19:08:53.053+00:00,172.35
1555539,2017-08-08T19:39:04.930+00:00,51.62
1555655,2017-08-08T20:33:02.910+00:00,91.3
1555786,2017-08-08T21:28:29.517+00:00,42.55
1555801,2017-08-08T21:35:22.313+00:00,39.65
1555870,2017-08-08T22:04:21.860+00:00,135.88
1555879,2017-08-08T22:23:49.673+00:00,157.63
1555806,2017-08-08T22:26:16.237+00:00,197.56
1555900,2017-08-08T22:41:31.117+00:00,39.83
1556036,2017-08-08T22:44:09.337+00:00,39
1555956,2017-08-08T22:44:46.250+00:00,139.05
1556095,2017-08-08T23:15:52.213+00:00,34.51
1556140,2017-08-08T23:34:16.617+00:00,41.88
1556231,2017-08-08T23:37:15.330+00:00,43.44
1555350,2017-08-08T18:24:09.257+00:00,57.4
1552637,2017-08-08T00:21:55.623+00:00,54.81
1552669,2017-08-08T00:26:45.433+00:00,35.95
1552665,2017-08-08T00:39:39.927+00:00,39.59
1552757,2017-08-08T00:38:24.290+00:00,139.13
1552703,2017-08-08T00:30:46.063+00:00,81.08
1552594,2017-08-08T00:13:24.070+00:00,75.46
1552862,2017-08-08T00:52:50.157+00:00,62.01
1552920,2017-08-08T01:03:54.060+00:00,36.19
1552951,2017-08-08T01:12:13.977+00:00,48.67
1552751,2017-08-08T00:50:13.437+00:00,118.06
1552952,2017-08-08T01:19:18.200+00:00,95.06
1552829,2017-08-08T01:26:34.317+00:00,67.95
1553079,2017-08-08T01:28:33.730+00:00,49.09
1553018,2017-08-08T01:22:02.673+00:00,47.69
1553044,2017-08-08T01:36:43.397+00:00,41.68
1553154,2017-08-08T01:52:17.333+00:00,71.27
1553244,2017-08-08T01:55:03.280+00:00,93.55
1553143,2017-08-08T01:55:26.537+00:00,47.22
1553247,2017-08-08T01:58:35.317+00:00,61.6
1553094,2017-08-08T02:04:01.710+00:00,49.04
1553358,2017-08-08T02:07:40.087+00:00,54.18
1553265,2017-08-08T02:07:40.003+00:00,51.46
1553473,2017-08-08T02:16:37.447+00:00,63.53
1553430,2017-08-08T02:18:39.497+00:00,124.7
1553363,2017-08-08T02:22:32.360+00:00,40.78
1553389,2017-08-08T02:24:59.523+00:00,102.29
1553447,2017-08-08T02:15:35.227+00:00,51.99
1553479,2017-08-08T02:32:06.847+00:00,183.8
1553445,2017-08-08T02:37:17.763+00:00,50.52
1553685,2017-08-08T02:38:34.713+00:00,60.72
1553680,2017-08-08T02:49:36.373+00:00,42.11
1553728,2017-08-08T02:55:54.837+00:00,46.73
1553947,2017-08-08T03:12:59.817+00:00,47.89
1554008,2017-08-08T03:13:55.537+00:00,166.67
1553931,2017-08-08T03:17:10.920+00:00,35.33
1553773,2017-08-08T03:09:08.437+00:00,69.59
1553989,2017-08-08T03:39:19.170+00:00,92.01
1554140,2017-08-08T03:38:32.817+00:00,44.55
1554272,2017-08-08T03:55:22.187+00:00,61.98
1554206,2017-08-08T03:53:20.297+00:00,39.51
1554233,2017-08-08T04:01:59.467+00:00,125.66
1554410,2017-08-08T04:11:16.873+00:00,97.7
1554449,2017-08-08T04:18:13.130+00:00,42.84
1554211,2017-08-08T04:16:18.940+00:00,42.26
1554604,2017-08-08T04:26:45.747+00:00,52.21
1554530,2017-08-08T04:27:34.020+00:00,38.81
1554592,2017-08-08T04:31:06.857+00:00,40.43
1554672,2017-08-08T04:52:28.163+00:00,99.61
1554590,2017-08-08T04:54:06.553+00:00,73.8
1554570,2017-08-08T04:53:31.253+00:00,35.07
1554759,2017-08-08T05:00:00.407+00:00,46.37
1554497,2017-08-08T05:03:42.590+00:00,136.66
1554837,2017-08-08T05:08:32.847+00:00,45.62
1554623,2017-08-08T05:09:23.737+00:00,97.38
1554714,2017-08-08T05:17:14.327+00:00,67.15
1554966,2017-08-08T05:46:23.930+00:00,124.15
1555032,2017-08-08T06:07:39.057+00:00,137.14
1555035,2017-08-08T06:16:13.463+00:00,33.38
1555082,2017-08-08T06:15:29.467+00:00,74.72
1555061,2017-08-08T06:24:10.087+00:00,43.5
1555090,2017-08-08T06:25:20.007+00:00,44.02
1555240,2017-08-08T17:41:15.137+00:00,87.68
1555258,2017-08-08T17:49:09.540+00:00,70
1555283,2017-08-08T18:09:13.517+00:00,96.31
1555346,2017-08-08T18:16:02.540+00:00,103.3
1555444,2017-08-08T19:08:16.553+00:00,44.87
1555465,2017-08-08T19:25:13.880+00:00,64.48
1555471,2017-08-08T19:30:01.717+00:00,142.83
1555518,2017-08-08T19:45:13.927+00:00,58.31
1555505,2017-08-08T19:44:52.757+00:00,37.67
1555716,2017-08-08T20:55:51.767+00:00,51.22
1555758,2017-08-08T21:19:10.480+00:00,78.08
1555798,2017-08-08T21:30:21.737+00:00,74.54
1555789,2017-08-08T21:35:59.400+00:00,187.96
1555817,2017-08-08T21:53:10.753+00:00,93.38
1555998,2017-08-08T22:44:06.183+00:00,58.39
1555971,2017-08-08T22:46:51.477+00:00,47.08
1556076,2017-08-08T22:53:21.157+00:00,71.9
1556079,2017-08-08T22:56:14.127+00:00,62.87
1556153,2017-08-08T23:18:38.487+00:00,47.57
1556107,2017-08-08T23:20:13.593+00:00,89.86
1556185,2017-08-08T23:32:46.657+00:00,99.5
1556189,2017-08-08T23:32:49.747+00:00,107.57
1556202,2017-08-08T23:47:55.493+00:00,33.19
1556263,2017-08-08T23:48:35.427+00:00,31.8
1552562,2017-08-08T00:01:52.577+00:00,47.41
1552619,2017-08-08T00:18:49.897+00:00,53.2
1552628,2017-08-08T00:17:58.673+00:00,46.21
1552595,2017-08-08T00:24:46.833+00:00,114.32
1552709,2017-08-08T00:31:12.057+00:00,33.11
1552711,2017-08-08T00:46:23.123+00:00,31.34
1552646,2017-08-08T01:02:39.967+00:00,45
1552979,2017-08-08T01:10:04.517+00:00,64.46
1553025,2017-08-08T01:27:18.330+00:00,42.07
1553150,2017-08-08T01:31:28.570+00:00,55.41
1553086,2017-08-08T01:36:07.773+00:00,139.55
1553168,2017-08-08T01:45:58.243+00:00,62.71
1553324,2017-08-08T01:52:09.547+00:00,44.99
1553266,2017-08-08T01:59:53.687+00:00,48.13
1553218,2017-08-08T02:01:58.990+00:00,46.79
1553268,2017-08-08T02:03:49.447+00:00,80.2
1553210,2017-08-08T02:06:01.217+00:00,34.25
1553411,2017-08-08T02:18:24.663+00:00,75.08
1553512,2017-08-08T02:29:46.257+00:00,48.63
1553658,2017-08-08T02:36:04.197+00:00,111.77
1553645,2017-08-08T02:33:15.647+00:00,67.38
1553538,2017-08-08T02:38:09.680+00:00,56.94
1552849,2017-08-08T00:59:35.490+00:00,53.44
1553523,2017-08-08T02:38:01.110+00:00,30.82
1553568,2017-08-08T02:49:39.923+00:00,39.86
1553616,2017-08-08T02:54:02.917+00:00,71.6
1553650,2017-08-08T03:09:10.110+00:00,51.3
1553830,2017-08-08T03:09:02.610+00:00,40.02
1553941,2017-08-08T03:11:29.120+00:00,43.31
1553883,2017-08-08T03:10:18.077+00:00,184.16
1553634,2017-08-08T03:15:42.113+00:00,65.54
1554009,2017-08-08T03:16:32.240+00:00,93.65
1554025,2017-08-08T03:29:16.337+00:00,59.48
1554014,2017-08-08T03:32:20.053+00:00,44.87
1554134,2017-08-08T03:40:53.647+00:00,37.28
1554188,2017-08-08T03:46:53.147+00:00,121.5
1554404,2017-08-08T04:02:18.380+00:00,85.2
1554360,2017-08-08T04:03:55.200+00:00,42.61
